id,original_title,genres
862,Toy Story,[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]
8844,Jumanji,[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]
15602,Grumpier Old Men,[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]
31357,Waiting to Exhale,[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]
11862,Father of the Bride Part II,[{'id': 35, 'name': 'Comedy'}]
949,Heat,[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]
11860,Sabrina,[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]
45325,Tom and Huck,[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]
9091,Sudden Death,[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]
710,GoldenEye,[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]
9087,The American President,[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]
12110,Dracula: Dead and Loving It,[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]
21032,Balto,[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]
10858,Nixon,[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]
1408,Cutthroat Island,[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]
524,Casino,[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]
4584,Sense and Sensibility,[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]
5,Four Rooms,[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]
9273,Ace Ventura: When Nature Calls,[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]
11517,Money Train,[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]
8012,Get Shorty,[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]
1710,Copycat,[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]
